"RFID","BARCODE","NAME","QTY ON HAND","BUY PRICE","SELL PRICE","CATEGORY","BARCODE TYPE","BATCH NUMBER"
"1A4000312687484000024358","10001873","C. L. NUG RUN SHATTER DIESEL B",0,21.5,50,"CANNIBIS","USER","CLR0013922812"
"1A4000312687484000024359","10001874","C. L. WAX BRUCE BANNER",0,15.5,40,"CANNIBIS","USER","CLR0008519957"
"1A4000312687484000024362","10001875","C. L. SHATTER STERLE KUSH",0,15.5,40,"CANNIBIS","USER","CLR0015623426"
"1A4000312687484000024363","10001876","C. L. SHATTER DURBAN POISON",0,15.5,40,"CANNIBIS","USER","CLR0015723429"
"1A4000312687484000024364","10001877","C. L. SHATTER SOUR RELIEF",0,15.5,40,"CANNIBIS","USER","CLR005423250"
"1A4000312687484000024361","10001878","C. L. SHATTER JEDI",-1,15.5,40,"CANNIBIS","USER","CLR0015123137"
"1A4000312687484000024360","10001879","C. L. WAX SOUR RELIEF",0,15,40,"CANNIBIS","USER","CLR0011621850"
"1A4000312687484000024367","10001880","LOVE'S RED VELVET COOKIES 10P",7,10,25,"CANNIBIS","USER","RHO243"
"1A4000312687484000024365","10001881","LOVE'S TURTLE BROWNIES",28,10,25,"CANNIBIS","USER","RIO166C"
"1A4000312687484000024366","10001882","LOVES PEANUT BUTTER BROWNIE GF",7,10,25,"CANNIBIS","USER","RHO238A23259"
"1A400031266EEF2000012441","10001883","PRE-ROLL INDICA BLEND TRIM",3,3.8,6,"CANNIBIS","USER","12441"
"1A400031266EEF2000012745","10001884","PRE-ROLL INDICA BLEND TRIM",3,3.8,6,"CANNIBIS","USER","12745"
"1A400031266EE69000001543","10001885","PRE-ROLL INDICA BLEND TRIM",3,3.8,6,"CANNIBIS","USER","1543"
"1A400031266F019000000328","10001886","PRE ROLL SATIVA BLEND",18,3.57,10,"CANNIBIS","USER","328"
"1A40003126874F4000000161","10001887","PRE ROLL SATIVA BLEND",18,3.57,10,"CANNIBIS","USER","161"
"1A400031266EEF2000011778","10001888","PRE ROLL SATIVA BLEND",18,3.57,10,"CANNIBIS","USER","11778"
"1A40003126874F4000000162","10001889","PRE ROLL SATIVA BLEND",18,3.57,10,"CANNIBIS","USER","162"
"1A400031266EE69000001292","10001890","WIFI 1G",0,3.79,20,"CANNIBIS","USER","1292"
"1A400031266EE69000001292","10001891","WIFI 3.5G",1,13.26,60,"CANNIBIS","USER","1292"
"1A400031266EE69000001292","10001892","WIFI 7G",0,26.53,110,"CANNIBIS","USER","1292"
"1A40003126874EF000003808","10001893","SWEET SAP 1G SATIVA",-5,25,40,"CANNIBIS","USER","SS03672"
"1A40003126874E4000006610","10001895","PLATINUM ROLLS A-TRAIN",-2,12,25,"CANNIBIS","USER","6130"
"1A40003126874E4000006612","10001896","PLATINUM ROLLS LA X SCOOBY",-1,12,25,"CANNIBIS","USER","6496"
"1A40003126874E4000006611","10001897","PLATINUM ROLLS GORILLA GLUE",3,12,25,"CANNIBIS","USER","6424"
"1A4000312687491000043353","10001907","HIGHLY EDIBLES STRAWBERRY PUCK",33,10,25,"CANNIBIS","USER","33456"
"1A4000312687491000043351","10001908","HIGHLY EDIBLES WATERMELON PUCK",36,10,25,"CANNIBIS","USER","33466"
"1A4000312687491000043355","10001909","HIGHLY EDIBLES ASSORTED SOURS",37,10,25,"CANNIBIS","USER","31616"
"1A4000312687491000043352","10001910","HIGHLY EDIBLES CHERRY PUCKS",1,10,25,"CANNIBIS","USER","35155"
"1A4000312687491000043354","10001911","HIGHLY EDIBLES ASSORTED FRUITS",35,10,25,"CANNIBIS","USER","36000"
"1A4000312687491000043350","10001912","HIGHLY EDIBLES PEACH PUCKS",24,10,25,"CANNIBIS","USER","33456"
"1A4000312687491000043349","10001913","CANNAPUNCH BLUE RASPBERRY",11,11.75,25,"CANNIBIS","USER","32773"
"1A4000312687491000043348","10001914","CANNAPUNCH BLACK CHERRY",5,11.75,25,"CANNIBIS","USER","35155"
"1A4000312687491000043346","10001915","CANNAPUNCH PINEAPPLE MANGO",21,11.75,25,"CANNIBIS","USER","35155"
"1A4000312687491000043347","10001916","CANNAPUNCH WATERMELON",7,11.75,25,"CANNIBIS","USER","35155"
"1A4000312687506000008468","10001917","CODA TRUFFLES CRESCENDO",12,10,25,"CANNIBIS","USER","OB168100"
"1A4000312687506000008469","10001918","CODA TRUFFLES FORTE",6,10,25,"CANNIBIS","USER","OB168100"
"1A4000312687506000008470","10001919","CODA HOT CHOCOLATE",3,2,7,"CANNIBIS","USER","8490"
"1A4000312687506000008471","10001920","CODA HOT CHOCOLATE MARSHMALLOW",-1,4,7,"CANNIBIS","USER","8490"
"1A4000312687506000008473","10001921","CODA SALT & NIBS",2,9,25,"CANNIBIS","USER","OB168100"
"1A4000312687506000008472","10001922","CODA COFFEE & DONUTS",1,9,25,"CANNIBIS","USER","OB168100"
"1A400031266EF74000001366","10001924","PRE-ROLL TRIM SOUR RELIEF",3,1.23,6,"CANNIBIS","USER","01366"
"10001872","10001925","PRE-ROLL TRIM JEDI",-1,1.23,6,"CANNIBIS","USER","01367"
"1A400031268748F000008267","10001936","TR CONCENTRATES STAR DAWG",0,14,40,"CANNIBIS","USER","071116D"
"1A400031268748F000008268","10001937","TR CONCENTRATES GOLDEN GOAT WA",-1,13,40,"CANNIBIS","USER","113016A"
"1A400031268748F000008266","10001938","TR CONCENTRATES TRES STAR",0,14,40,"CANNIBIS","USER","102416G"
"1A400031268748F000008269","10001939","TR CONCENTRATES GREEN CHERRY",0,16,40,"CANNIBIS","USER","120116A"
"1A400031266EFC4000001036","10001940","GREEN CRACK 1G",69,2.23,20,"CANNIBIS","USER","1036"
"1A400031266EFC4000001036","10001941","GREEN CRACK 3.5G",54,7.81,60,"CANNIBIS","USER","1036"
"1A400031266EFC4000001036","10001942","GREEN CRACK 7G",15,15.63,110,"CANNIBIS","USER","1036"
"1A4000312687522000002145","10001943","WONDERLEAF 1G SYRINGE HAOLE",0,18,50,"CANNIBIS","USER","12131603"
"1A4000312687522000002142","10001944","WONDERLEAF 1G SYRINGE LEMON SK",1,18,50,"CANNIBIS","USER","12111602"
"1A4000312687522000002144","10001945","WONDERLEAF 1G SYRINGE CRITICAL",0,18,50,"CANNIBIS","USER","12121603"
"1A4000312687522000002143","10001946","WONDERLEAF 1G SYRINGE SPACE GH",0,18,50,"CANNIBIS","USER","12111605"
"1A4000312687522000002147","10001947","WONDERLEAF WAX 1G SUPER LEMON",1,23,60,"CANNIBIS","USER","15051602"
"1A4000312687522000002148","10001948","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","USER","12111602"
"1A400031266EE07000001828","10001949","DURBAN POISON 1G",-2,3.35,20,"CANNIBIS","USER","1828"
"1A400031266EE07000001828","10001950","DURBAN POISON 7G",0,23.44,110,"CANNIBIS","USER","1828"
"1A400031266EE07000001772","10001952","NYC DIESEL 1G",-15,3.34,12,"CANNIBIS","USER","1772"
"1A400031266EE07000001772","10001953","NYC DIESEL 7G",0,23.38,75,"CANNIBIS","USER","1772"
"1A400031266EE07000001772","10001954","NYC DIESEL 3.5G",-2,11.69,40,"CANNIBIS","USER","1828"
"1A400031266EE7E000004009","10001960","PRE-ROLL MONKEY BUISNESS",20,3.5,10,"CANNIBIS","USER","9114"
"1A400031266EE07000001810","10001962","PLATTE RIVER KUSH 1G",-1,3.57,20,"CANNIBIS","USER","1810"
"1A400031266EE07000001810","10001963","PLATTE RIVER KUSH 7G",0,25,110,"CANNIBIS","USER","1810"
"1A400031266EE7E000004008","10001964","PRE-ROLL GOLDEN GOAT",6,3,10,"CANNIBIS","USER","111"
"1A400031266EE7E000004010","10001965","PRE-ROLL SUMO GRANDE",-18,3,10,"CANNIBIS","USER","1115"
"1A4000312687547000000853","10001966","TASTE BUDZ BLUE RASPBERRY S",42,10,25,"CANNIBIS","USER","0286"
"1A4000312687547000000851","10001967","TASTE BUDZ WATERMELON I",30,10,25,"CANNIBIS","USER","0295"
"1A4000312687547000000855","10001968","TASTE BUDZ WATERMELON S",42,10,25,"CANNIBIS","USER","0611"
"1A4000312687547000000854","10001969","TASTE BUDZ TROPICAL PUNCH S",30,10,25,"CANNIBIS","USER","0285"
"1A4000312687547000000849","10001970","TASTE BUDZ BLUE RASPBERRY I",32,10,25,"CANNIBIS","USER","0296"
"1A4000312687547000000850","10001971","TASTE BUDZ TROPICAL PUNCH I",27,10,25,"CANNIBIS","USER","0208"
"1A4000312687547000000856","10001972","TASTE BUDZ KIWI STRAWBERRY S",31,10,25,"CANNIBIS","USER","0284"
"1A4000312687547000000852","10001973","TASTE BUDZ KIWI STRAWBERRY I",28,10,25,"CANNIBIS","USER","0140"
"1A400031266F085000001097","10001974","CHERRY DIESEL 1G",0,3.57,20,"CANNIBIS","USER","1097"
"1A400031266F085000001097","10001975","CHERRY DIESEL 3.5G",1,12.5,60,"CANNIBIS","USER","1097"
"1A400031266F085000001097","10001976","CHERRY DIESEL 7G",0,25,110,"CANNIBIS","USER","1097"
"1A400031266EE07000001772","10001977","NYC DIESEL 3.5G",-2,11.69,40,"CANNIBIS","USER","1772"
"1A400031266EE07000001810","10001978","PLATTE RIVER KUSH 3.5G",5,12.5,60,"CANNIBIS","USER","1810"
"1A400031266EE07000001828","10001979","DURBAN POISON 3.5G",0,11.72,60,"CANNIBIS","USER","1828"
"1A400031266F085000001097","10001980","SAMPLES WEIGHTED",41.95,0.1,0.01,"CANNIBIS","USER","1097"
"1A40003126874AF000017675","10001981","GREEN HORNET INDICA 10PK",0,11,25,"CANNIBIS","USER","0111"
"1A400031266EE07000001779","10001982","BLUE HASHPLANT  7G",-1,23.43,110,"CANNIBIS","USER","1779"
"1A400031266EE07000001779","10001983","BLUE HASHPLANT 1G",-13,3.34,20,"CANNIBIS","USER","1779"
"1A400031266EE07000001779","10001984","BLUE HASHPLANT 3.5G",0,11.7,60,"CANNIBIS","USER","1779"
"1A40003126874EF000003924","10001986","SWEET 1G SYRINGE INDICA",0,22,60,"CANNIBIS","USER","RO103379"
"1A40003126874EF000003925","10001987","SWEET 1G SYRINGE SATIVA",12,22,60,"CANNIBIS","USER","ROS03814"
"1A40003126874EF000003926","10001988","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","USER","3926"
"1A40003126874EF000003923","10001989","SWEET DISPOSABLE SATIVA",8,17,40,"CANNIBIS","USER","ROS03645"
"1A40003126874EF000003920","10001990","SWEET 1G CARTRIDGE SATIVA",10,37,100,"CANNIBIS","USER","ROS03814"
"1A40003126874EF000003919","10001991","SWEET 300MG CARTRIDGE HYBRID",13,17,45,"CANNIBIS","USER","ROH03647"
"1A40003126874EF000003921","10001992","SWEET DISPOSABLE HYBRID",14,17,40,"CANNIBIS","USER","ROH03677"
"1A40003126874EF000003922","10001993","SWEET DISPOSABLE INDICA",27,17,40,"CANNIBIS","USER","ROI03235"
"1A4000312687484000025357","10001994","LOVE'S 10MG CHOCOLATE CHIP",16,2.5,6,"CANNIBIS","USER","RHO226A15489"
"1A4000312687484000025358","10001995","LOVE'S 10MG RED VELVET COOKIE",30,2.5,6,"CANNIBIS","USER","RH0202A9133"
"1A4000312687484000025354","10001996","LOVE'S CHOCOLATE CHIP COOKIES",9,10,25,"CANNIBIS","USER","RIO170C2480"
"1A4000312687484000025356","10001997","LOVE'S SMORES BROWNIES MULTI",39,10,25,"CANNIBIS","USER","RSO154A24881"
"1A4000312687484000025355","10001998","LOVE'S BAKLAVA COOKIE BITES",8,10,25,"CANNIBIS","USER","RHO252A24712"
"1A4000312687484000025353","10001999","LOVE'S TURTLE BROWNIES",28,10,25,"CANNIBIS","USER","RSO157C24882"
"1A4000312687484000025352","10002000","LOVE'S TURTLE BROWNIES",28,10,25,"CANNIBIS","USER","25352"
"1A4000312687484000025360","10002001","CONCENTRATED LOVE LEMON OG",1,15,40,"CANNIBIS","USER","CLR0007920994"
"1A4000312687484000025359","10002002","CONCENTRATED LOVE GHOST OF LER",1,15,40,"CANNIBIS","USER","CLR0010820994"
"1A4000312687484000025361","10002003","C. L. SHATTER STERLE KUSH",0,15.5,40,"CANNIBIS","USER","CLR0014923131"
"1A4000312687484000025368","10002004","C. L. WAX BRUCE BANNER",0,15.5,40,"CANNIBIS","USER","CLR0016323792"
"1A4000312687484000025367","10002005","CONCENTRATED LOVE GHOST OF LER",1,15,40,"CANNIBIS","USER","CLR0010820994"
"1A4000312687484000025366","10002006","C. L. WAX SOUR RELIEF",0,15,40,"CANNIBIS","USER","CLR00116"
"1A4000312687484000025364","10002007","CONCENTRATED LOVE LEMON OG",1,15,40,"CANNIBIS","USER","CLR00079"
"1A4000312687484000025363","10002008","CONCENTRATED LOVE SOUR ALIEN",0,15,40,"CANNIBIS","USER","CLR0004318057"
"1A40003126874AA000031891","10002009","IT CARAMEL APPLE CBD SUCKER",0,5,10,"CANNIBIS","USER","22633"
"1A40003126874AA000031892","10002010","IT CBD SUCKER LAVENDER LEMONAD",2,5,10,"CANNIBIS","USER","30382"
"1A40003126874AA000031893","10002011","IT SUCKER BOYSENBERRY",0,2.25,6,"CANNIBIS","USER","31781"
"1A40003126874AA000031894","10002012","IT SUCKER STRAWBERRY LEMONADE",-1,2.25,6,"CANNIBIS","USER","31327"
"1A4000312687540000001482","10002019","QUEST SHATTER KONG",1,17,50,"CANNIBIS","USER","112916B"
"1A4000312687540000001481","10002020","QUEST SHATTER SUPER SILVER DIE",0,17,50,"CANNIBIS","USER","113016B"
"1A40003126874B3000042157","10002025","OPEN 500MG SATIVA CARTDRIGE",0,15,70,"CANNIBIS","USER","366003341"
"1A40003126874B3000042157","10002026","OPEN 500MG SATIVA CARTDRIGE",0,15,70,"CANNIBIS","USER","366013371"
"1A40003126874B3000042157","10002027","OPEN 500MG INDICA",11,25,70,"CANNIBIS","USER","366133336"
"1A40003126874B3000042157","10002028","OPEN 500MG HYBRID CARTRIDGE",1,15,70,"CANNIBIS","USER","345783321"
"1A40003126874B3000042157","10002029","OPEN 500MG HYBRID CARTRIDGE",1,15,70,"CANNIBIS","USER","365493249"
"1A40003126874B3000042157","10002030","OPEN 500MG INDICA",11,25,70,"CANNIBIS","USER","362623580"
"1A4000312687492000016255","10002031","EDIPURE CBD PEACH GUMMIES",1,10,25,"CANNIBIS","USER","00013177"
"1A4000312687492000016255","10002032","EDIPURE WAUI STICK SATIVA",31,5.63,30,"CANNIBIS","USER","0011591"
"1A4000312687492000016256","10002033","EDIPURE WAUI STICK INDICA",29,12,30,"CANNIBIS","USER","0011592"
"1A4000312687492000016257","10002034","EDIPURE WAUI STICK HYBRID",28,12,30,"CANNIBIS","USER","0011590"
"1A4000312687492000016258","10002035","EDIPURE WAUI STICK CBD",8,15,35,"CANNIBIS","USER","0092237"
"1A4000312687492000016259","10002036","EDIPURE STRAWBERRY LIME",21,8,20,"CANNIBIS","USER","0010560"
"1A4000312687492000016260","10002037","EDIPURE PINEAPPLE",0,8,20,"CANNIBIS","USER","0010541"
"1A4000312687492000016261","10002038","EDIPURE GRAPE",0,8,20,"CANNIBIS","USER","11562"
"1A4000312687492000016262","10002039","EDIPURE PEACH",23,8,20,"CANNIBIS","USER","0011563"
"1A4000312687492000016263","10002040","EDIPURE CBD WATERMELON",1,10,25,"CANNIBIS","USER","0013179"
"1A4000312687492000016264","10002041","EDIPURE CBD STRAWBERRY-LIME",-1,10,25,"CANNIBIS","USER","0013178"
"1A4000312687492000016265","10002042","EDIPURE CBD PEACH GUMMIES",1,10,25,"CANNIBIS","USER","0013177"
"1A4000312687492000016266","10002043","EDIPURE CBD BLACK CHERRY",2,10,25,"CANNIBIS","USER","0013180"
"1A400031268754A000003350","10002044","TURTLE BUZZ HONEY",0,5,12,"CANNIBIS","USER","3154"
"1A400031268754A000003351","10002045","TURTLE PEANUT BUTTER",11,5,12,"CANNIBIS","USER","3023"
"1A400031268754A000003352","10002046","TURTLE HAZLENUT SPREAD",1,4,10,"CANNIBIS","USER","2987"
"1A400031268754A000003353","10002047","TURTLE ALMOND BUTTER",1,4,10,"CANNIBIS","USER","3002"
"1A400031268754A000003354","10002048","TURTLE COCONUT OIL",8,3.5,8,"CANNIBIS","USER","3000"
"1A40003126874CA000005963","10002049","CAMPER AFGHANI SHATTER 1G",0,17.74,40,"CANNIBIS","USER","JAB5774"
"1A40003126874CA000005963","10002050","CAMPER AFGHANI SHATTER .25G",0,4.44,12,"CANNIBIS","USER","JAB5774"
"1A40003126874CA000005964","10002051","CAMPER SWEET SKUNK WAX 1G",0,17.74,50,"CANNIBIS","USER","DOW5551"
"1A40003126874CA000005964","10002052","CAMPER SWEET SKUNK WAX .25G",0,4.44,12,"CANNIBIS","USER","DOW5551"
"1A40003126874CA000005965","10002053","CAMPER SOUR DIESEL SHATTER 1G",0,17,50,"CANNIBIS","USER","SC5482"
"1A40003126874CA000005966","10002055","CAMPER SUENO WAX 1G",1,17,50,"CANNIBIS","USER","LG5459"
"1A400031266EE69000001292","10002056","PRE-ROLL INDICA BLEND TRIM",3,3.8,6,"CANNIBIS","USER","1292"
"1A400031266EE07000001779","10002058","PRE-ROLL INDICA BLEND TRIM",3,3.8,6,"CANNIBIS","USER","1779"
"1a4000312687518000000689","10002060","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","USER","12"
"1A400031266EF55000002828","10002061","PRE-ROLL INDICA BLEND TRIM",3,3.8,6,"CANNIBIS","USER","2828"
"1A4000312687540000001483","10002065","QUEST SHATTER ALIEN DAWG",0,17,50,"CANNIBIS","USER","092116C"
"1A40003126874B6000023473","10002072","MARY'S CBD PATCH",59,5,12,"CANNIBIS","USER","15389"
"1A40003126874B6000023475","10002073","MARY'S THCA PATCH",-1,5,12,"CANNIBIS","USER","1168350"
"1A40003126874B6000023474","10002074","MARY'S CBD/THC PATCH",8,5,12,"CANNIBIS","USER","1170754"
"1A40003126874B6000023476","10002075","MARY'S THC INDICA PATCH",2,5,12,"CANNIBIS","USER","8164433"
"1A40003126874B6000023472","10002076","MARY'S CBC COMPOUND",0,25,55,"CANNIBIS","USER","1171072"
"1A40003126874B6000023477","10002077","MARY'S CBN PEN",0,25,50,"CANNIBIS","USER","1178736"
"1A400031268748F000008773","10002086","TR CONCENTRATES GREEN CRACK",1,13,40,"CANNIBIS","USER","010217"
"1A400031268748F000008774","10002087","TR CONCENTRATES GOLDEN TANG",0,14,40,"CANNIBIS","USER","010217H"
"1A400031268748F000008772","10002088","TR CONCENTRATES CINDY'S WD",0,14,40,"CANNIBIS","USER","010217I"
"1A400031268748F000008771","10002089","TR CONCENTRATES SHATTER STAR D",0,14,40,"CANNIBIS","USER","091216"
"1A40003126874A5000011854","10002090","CBD CHILL PILLS",126,7.5,20,"CANNIBIS","USER","HCP113RCBD120916"
"1A40003126874A5000011852","10002091","G.K. HONEY LEMON CHILL PILLS",51,7.5,20,"CANNIBIS","USER","ICP116R100616"
"1A40003126874A5000011853","10002092","G.K. SPEARMINT CHILL PILLS",238,7.5,20,"CANNIBIS","USER","SCP113RS110216"
"1A4000312687499000014981","10002096","BLUE KUDU CANYON LANDS",17,9.5,25,"CANNIBIS","USER","PBC122R"
"1A4000312687499000014982","10002097","BLUE KUDU ZEN GARDEN",14,9.5,25,"CANNIBIS","USER","CA10023138R"
"1A4000312687499000014983","10002098","BLUE KUDU JUNGLE ROAST",14,9.5,25,"CANNIBIS","USER","COF10023136R"
"1A4000312687499000014984","10002099","BLUE KUDU ALPINE GLACIER",15,9.5,25,"CANNIBIS","USER","M10023146R"
"1A4000312687499000014985","10002100","BLUE KUDU ISLE OF CAPRI",17,9.5,25,"CANNIBIS","USER","H10023132R"
"1A4000312687499000014987","10002102","BLUE KUDU MESA SKYLINE",23,9.5,25,"CANNIBIS","USER","TA1002311OR"
"1A4000312687499000014986","10002103","BLUE KUDU CRATERS OF THE MOON",7,9.5,25,"CANNIBIS","USER","CC10023115R"
"1A4000312687499000014988","10002104","BLUE KUDU ALPINE GLACIER",15,9.5,25,"CANNIBIS","USER","M103R"
"1A400031266F025000003104","10002105","TANGERINE KUSH 1G",-1,3.57,12,"CANNIBIS","USER","RMATK1416"
"1A400031266F025000003104","10002106","TANGERINE KUSH 3.5G",1,12.5,60,"CANNIBIS","USER","RMATK1416"
"1A400031266F025000003104","10002107","TANGERINE KUSH 7G",2,25,110,"CANNIBIS","USER","RMATK1416"
"1A400031266F025000003104","10002108","TANGERINE KUSH 1G",-1,3.57,12,"CANNIBIS","USER","RMATK1416"
"1A400031266F025000003104","10002109","TANGERINE KUSH 1G",-1,3.57,12,"CANNIBIS","USER","RMATK1416"
"1A40003126874E4000006849","10002110","PLATINUM ROLLS-INDICA",18,12,25,"CANNIBIS","USER","6039"
"1A40003126874E4000006852","10002111","PLATINUM ROLLS-HYBRID",25,12,25,"CANNIBIS","USER","6526"
"1A40003126874E4000006853","10002112","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","USER","6853"
"1A400031266F025000003104","10002113","PRE-ROLL TRIM TANGERINE",2,3,6,"CANNIBIS","USER","RMATK1416"
"1A400031266EF74000001337","10002114","PRE-ROLL TRIM TANGERINE",2,3,6,"CANNIBIS","USER","TANGIE102616"
"1A400031266F025000003102","10002115","LEMONFACE 1G",0,3.79,20,"CANNIBIS","USER","RMALF1416"
"1A400031266F025000003102","10002116","LEMONFACE 3.5G",0,13.28,60,"CANNIBIS","USER","RMALF1416"
"1A400031266F025000003102","10002117","LEMONFACE 7G",0,26.56,110,"CANNIBIS","USER","RMALF1416"
"1A4000312687490000007305","10002118","CAREGIVER'S SYRINGE-1G",0,17,40,"CANNIBIS","USER","RS191916"
"1A40003126874A6000013639","10002119","BOLDER PURPLE SWISH WAX- 1G",0,12,30,"CANNIBIS","USER","4022 13639"
"1A40003126874A6000013638","10002120","BOLDER BRUCE BANNER WAX- 1G",0,12,30,"CANNIBIS","USER","4525 13638"
"1A40003126874AA000031886","10002121","IT CITRUS MEDLEY",2,9.75,25,"CANNIBIS","USER","31744"
"1A40003126874AA000031887","10002122","IT STRAWBERRY",7,9.75,25,"CANNIBIS","USER","31742"
"1A40003126874AA000031888","10002123","IT SOUR APPLE",18,9.75,25,"CANNIBIS","USER","31741"
"1A40003126874AA000031890","10002124","IT SOUR WATERMELON",1,9.75,25,"CANNIBIS","USER","31332"
"1A40003126874AA000031889","10002125","IT SOUR BOYSENBERRY",23,10,25,"CANNIBIS","USER","31753"
"1A4000312687484000025362","10002126","C. L. SHATTER DURBAN POISON",0,15.5,40,"CANNIBIS","USER","CLR0018424626"
"1A40003126874B3000042155","10002127","OPEN ONE SATIVA",15,12,25,"CANNIBIS","USER","4001608291611"
"1A40003126874B3000042155","10002128","OPEN ONE HYBRID",13,12,25,"CANNIBIS","USER","308063203"
"1A4000312687493000003987","10002129","ALTUS PILLS CBD",30,15,45,"CANNIBIS","USER","R201CBDTB00116"
"1A4000312687493000003979","10002130","ALTUS PILLS INDICA",-3,8,25,"CANNIBIS","USER","25511412"
"1A4000312687493000003970","10002131","ALTUS PILLS SATIVA",16,8,25,"CANNIBIS","USER","3246"
"1A4000312687493000003946","10002132","LUCKY MINTS PEPPERMINT",0,10,20,"CANNIBIS","USER","3621"
"1A4000312687493000003934","10002133","LUCKY MINTS FRUIT PUNCH",0,10,20,"CANNIBIS","USER","3245"
"1A4000312687493000003936","10002134","LUCKY MINTS LIME",0,10,20,"CANNIBIS","USER","2287"
"1A4000312687493000003963","10002135","LUCKY MINTS SPEARMINT",0,10,20,"CANNIBIS","USER","3245"
"1A4000312687493000003963","10002136","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","USER","3245"
"1A40003126874E4000006850","10002137","PLATINUM ROLLS LA X SCOOBY",-1,12,25,"CANNIBIS","USER","6496"
"1A400031266EF74000001337","10002138","PRE-ROLL TRIM TANGERINE",2,3,6,"CANNIBIS","USER","1337"
"1A400031266EE7E000004204","10002139","PRE-ROLL MONKEY BUISNESS",20,3.5,10,"CANNIBIS","USER","729"
"1A400031266EE7E000004208","10002140","PRE-ROLL BLUE DREAM",34,2.5,6,"CANNIBIS","USER","1115"
"1A400031266EE07000001873","10002141","U.K. CHEESE 1G",0,3.57,12,"CANNIBIS","USER","UKCHEESEHARVESTED122"
"1A400031266EE07000001873","10002142","U.K. CHEESE 3.5G",0,12.5,40,"CANNIBIS","USER","UKCHEESEHARVESTED122"
"1A400031266EE07000001873","10002143","U.K. CHEESE 7G",0,25,75,"CANNIBIS","USER","UKCHEESEHARVESTED122"
"1A4000312687547000001122","10002144","TASTE BUDZ BLUE RASPBERRY I",32,10,25,"CANNIBIS","USER","0754"
"1A4000312687547000001126","10002145","TASTE BUDZ BLUE RASPBERRY S",42,10,25,"CANNIBIS","USER","0942"
"1A4000312687547000001125","10002146","TASTE BUDZ KIWI STRAWBERRY I",28,10,25,"CANNIBIS","USER","0594"
"1A4000312687547000001129","10002147","TASTE BUDZ KIWI STRAWBERRY S",31,10,25,"CANNIBIS","USER","0687"
"1A4000312687547000001123","10002148","TASTE BUDZ TROPICAL PUNCH I",27,10,25,"CANNIBIS","USER","0595"
"1A4000312687547000001127","10002149","TASTE BUDZ TROPICAL PUNCH S",30,10,25,"CANNIBIS","USER","0914"
"1A4000312687547000001124","10002150","TASTE BUDZ WATERMELON I",30,10,25,"CANNIBIS","USER","0753"
"1A4000312687547000001128","10002151","TASTE BUDZ WATERMELON S",42,10,25,"CANNIBIS","USER","0943"
"1A4000312687492000016732","10002152","EDIPURE WATERMELON",12,8,20,"CANNIBIS","USER","11564"
"1A4000312687492000016733","10002153","EDIPURE PINEAPPLE",0,8,20,"CANNIBIS","USER","10541"
"1A4000312687492000016734","10002154","EDIPURE GRAPE",0,8,20,"CANNIBIS","USER","11562"
"1A4000312687492000016735","10002155","EDIPURE PEACH",23,8,20,"CANNIBIS","USER","11563"
"1A4000312687492000016736","10002156","EDIPURE BLACK CHERRY",15,8,20,"CANNIBIS","USER","11581"
"1A4000312687492000016737","10002157","EDIPURE CLASSICS SNS",10,8,20,"CANNIBIS","USER","14480"
"1A4000312687492000016731","10002158","EDIPURE SUGAR DROPS- LEMON",0,8,20,"CANNIBIS","USER","14941"
"1A400031266EE7E000004207","10002162","PRE-ROLL MASTER KUSH - FLOWER",2,3,10,"CANNIBIS","USER","4207"
"1A400031266EEF2000013001","10002164","NORTHERN LIGHTS1G",2,2.9,12,"CANNIBIS","USER","13001"
"1A400031266EEF2000013001","10002165","NORTHERN LIGHTS 7G",0,20.31,75,"CANNIBIS","USER","13001"
"1A400031266EEF2000013001","10002166","NORTHERN LIGHTS 7G",0,20.31,75,"CANNIBIS","USER","13001"
"1A400031266EEF2000013001","10002167","NORTHERN LIGHTS 3.5G",1,10.16,40,"CANNIBIS","USER","13001"
"1A40003126874AF000011043","10002168","CHEEBA SINGLE HYBRID",27,3,7,"CANNIBIS","USER","11043"
"1A40003126874E4000006851","10002169","PLATINUM ROLLS TANGIE X FLO",2,12,25,"CANNIBIS","USER","6755"
"1A400031266EE07000001860","10002170","MASTER KUSH 1G",1,3.57,20,"CANNIBIS","USER","MASTERKUSHHARVESTED1"
"1A400031266EE07000001860","10002171","MASTER KUSH 3.5G",0,12.5,60,"CANNIBIS","USER","MASTERKUSHHARVESTED1"
"1A400031266EE07000001860","10002172","MASTER KUSH 7G",0,25,110,"CANNIBIS","USER","MASTERKUSHHARVESTED1"
"1A40003126874EB000004092","10002173","PAT PEN DISTILLATE HYBRID",6,25,50,"CANNIBIS","USER","EB4096"
"1A40003126874EB000004092","10002174","PAT PEN DISTILLATE INDICA",0,25,50,"CANNIBIS","USER","EB4091"
"1A40003126874EB000004092","10002175","PAT PEN DISTILLATE SATIVA",-2,25,50,"CANNIBIS","USER","EB3797"
"1A40003126874E4000006848","10002179","PLATINUM BUD BUBBA GHOST 1G",0,10.71,25,"CANNIBIS","USER","6542"
