"RFID","BARCODE","NAME","QTY ON HAND","BUY PRICE","SELL PRICE","CATEGORY","BARCODE TYPE","BATCH NUMBER"
"1A4000312687486000028503","10002900","MARQAHA TINCTURE HYBRID-100MG",0,12,25,"CANNIBIS","USER","NA"
"1A4000312687486000028504","10002902","MARQAHA TINCTURE CBD-600MG",16,45,130,"CANNIBIS","USER","NA"
"1A4000312687486000028501","10002904","MARQAHA TINCTURE INDICA-100MG",65,12,25,"CANNIBIS","USER","NA"
"1A4000312687486000028502","10002906","MARQAHA TINCTURE SATIVA-100MG",40,12,25,"CANNIBIS","USER","NA"
"1A4000312687486000028508","10002908","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","USER","NA"
"1A400031266EE07000002075","10002910","LA CONFIDENTIAL 1G",1,3.57,20,"CANNIBIS","USER","NA"
"1a400031266ee07000002075","10002912","LA CONFIDENTIAL 3.5G",0,12.5,60,"CANNIBIS","USER","NA"
"1A400031266EE07000002075","10002914","LA CONFIDEINTIAL  7G",0,25,110,"CANNIBIS","USER","NA"
"1A40003126874B6000027528","10002916","MARY'S CBD PATCH",59,5,12,"CANNIBIS","USER","NA"
"1A40003126874B6000027529","10002918","MARY'S CBD/THC PATCH",8,5,12,"CANNIBIS","USER","NA"
"1A40003126874b6000027530","10002920","MARY'S CBD PEN",3,25,50,"CANNIBIS","USER","NA"
"1a40003126874e4000008244","10002922","SAMPLES WEIGHTED",41.95,0.1,0.01,"CANNIBIS","USER","NA"
"1A400031266EE69000002231","10002925","PRE-ROLL TRIM WHITE NINJA",3,1.36,6,"CANNIBIS","USER","whiteninja2231"
"1A400031266eE7E000004716","10002927","PRE-ROLL MEDICINE MAN-FLOWER",-7,3.5,10,"CANNIBIS","USER","NA"
"1A400031266EE7E000004722","10002929","PRE ROLL UK CHEESE",0,3.5,10,"CANNIBIS","USER","NA"
"1A400031266EEF2000013061","10002931","CHEESEQUAKE 3.5G",2,10.16,40,"CANNIBIS","USER","NA"
"1A400031266EEeB000011090","10002933","CHEM 4 7G",0,25,50,"CANNIBIS","USER","NA"
"1A400031266EeeB000011089","10002935","CHEM 4 7G",0,25,50,"CANNIBIS","USER","NA"
"1A400031266eEEB000011085","10002937","CHEM 4 7G",0,25,50,"CANNIBIS","USER","NA"
"1A400031266EEEB000011088","10002939","CHEM 4 7G",0,25,50,"CANNIBIS","USER","NA"
"1A40003126874B3000046872","10002941","OPEN 250MG HYBRID CARTRIDGE",1,0.01,40,"CANNIBIS","USER","NA"
"1A40003126874B3000046873","10002949","OPEN 500MG HYBRID CARTRIDGE",1,15,70,"CANNIBIS","USER","NA"
"1A40003126874B3000046873","10002951","OPEN 500MG SATIVA CARTDRIGE",0,15,70,"CANNIBIS","USER","NA"
"1A40003126874B3000046874","10002953","OPEN ONE SATIVA",15,12,25,"CANNIBIS","USER","NA"
"1A40003126874B3000046874","10002955","OPEN ONE HYBRID",13,12,25,"CANNIBIS","USER","NA"
"1a400031266EE07000002024","10002965","DURBAN POISON 1G",-2,3.35,20,"CANNIBIS","USER","7000002024"
"1A400031266EE07000002024","10002967","DURBAN POISON 3.5G",0,11.72,60,"CANNIBIS","USER","0000002024"
"1A400031266EE07000002024","10002970","DURBAN POISON 7G",0,23.44,110,"CANNIBIS","USER","0000002024"
"1A4000312687499000016577","10002972","BLUE KUDU 10MG ALPINE GLACIER",2,2.5,6,"CANNIBIS","USER","NA"
"1A4000312687499000016578","10002974","BLUE KUDU CBD BLACK FOREST",5,9.5,35,"CANNIBIS","USER","NA"
"1A4000312687499000016575","10002976","BLUE KUDU CRATERS OF THE MOON",7,9.5,25,"CANNIBIS","USER","NA"
"1A4000312687499000016571","10002978","BLUE KUDU ZEN GARDEN",14,9.5,25,"CANNIBIS","USER","NA"
"1A4000312687499000016574","10002980","BLUE KUDU ISLE OF CAPRI",17,9.5,25,"CANNIBIS","USER","NA"
"1A4000312687484000025631","10002982","LOVE'S 10MG RED VELVET COOKIE",30,2.5,6,"CANNIBIS","USER","NA"
"1A40003126874EF000004444","10002984","SWEET 500MG CARTRIDGE INDICA",8,25,75,"CANNIBIS","USER","NA"
"1A40003126874eF000004449","10002986","SWEET 1G CARTRIDGE INDICA",22,37,100,"CANNIBIS","USER","NA"
"1A40003126874eF000004448","10002988","SWEET 1G CARTRIDGE SATIVA",10,37,100,"CANNIBIS","USER","NA"
"1A40003126874EF000004446","10002990","SWEET 500MG CARTRIDGE HYBRID",1,25,75,"CANNIBIS","USER","NA"
"1A40003126874AA000036760","10002992","IT SUCKER STRAWBERRY LEMONADE",-1,2.25,6,"CANNIBIS","USER","NA"
"1A40003126874AA000036761","10002994","IT CBD SUCKER LAVENDER LEMONAD",2,5,10,"CANNIBIS","USER","NA"
"1a40003126874aA000036762","10002996","IT CARAMEL APPLE CBD SUCKER",0,5,10,"CANNIBIS","USER","NA"
"1A4000312687484000030382","10002998","C. L. WAX ALIEN DAWG #5",0,15,40,"CANNIBIS","USER","NA"
"1A4000312687484000030383","10003000","C. L. WAX STARDAWG/SPACECREAM",0,15,40,"CANNIBIS","USER","NA"
"1A4000312687484000030384","10003002","C. L. WAX GORILLAGLUE/BLUEDADD",0,15,40,"CANNIBIS","USER","NA"
"1A4000312687484000030385","10003004","C. L. WAX GOLDENGOAT/DURBANPOI",0,15,40,"CANNIBIS","USER","NA"
"1A4000312687484000030386","10003006","C. L. SHATTER BLUE DADDY/SOUR",0,15.5,40,"CANNIBIS","USER","NA"
"1A40003126874E4000008240","10003011","PLATINUM ROLLS SUPER LEMON HAZ",3,12,25,"CANNIBIS","USER","NA"
"1A4000312687547000002859","10003013","TASTE BUDZ KIWI STRAWBERRY S",31,10,25,"CANNIBIS","USER","18562"
"1A4000312687547000002852","10003015","TASTE BUDZ BLUE RASPBERRY I",32,10,25,"CANNIBIS","USER","002852"
"1A4000312687547000002853","10003017","TASTE BUDZ TROPICAL PUNCH I",27,10,25,"CANNIBIS","USER","002853"
"1A4000312687547000002854","10003019","TASTE BUDZ WATERMELON I",30,10,25,"CANNIBIS","USER","0002854"
"1A4000312687547000002855","10003021","TASTE BUDZ KIWI STRAWBERRY I",28,10,25,"CANNIBIS","USER","00002855"
"1A4000312687547000002856","10003023","TASTE BUDZ BLUE RASPBERRY S",42,10,25,"CANNIBIS","USER","00002856"
"1A4000312687547000002858","10003026","TASTE BUDZ WATERMELON S",42,10,25,"CANNIBIS","USER","00002858"
"1A4000312687547000002857","10003029","TASTE BUDZ TROPICAL PUNCH S",30,10,25,"CANNIBIS","USER","00002857"
"1A400031266EE6B000002393","10003033","DREAM BERRY HAZE 7G",0,25,75,"CANNIBIS","USER","00002393"
"1A400031266EE6B000002393","10003035","DREAM BERRY HAZE 3.5G",-1,12.5,40,"CANNIBIS","USER","00002393"
"1a400031266EE6B000002393","10003037","DREAM BERRY HAZE 1G",0,3.57,12,"CANNIBIS","USER","00002393"
"1A4000312687492000018644","10003039","EDIPURE CLASSICS SNS",10,8,20,"CANNIBIS","USER","NA"
"1A4000312687492000018645","10003041","EDIPURE STRAWBERRY LIME",21,8,20,"CANNIBIS","USER","NA"
"1a4000312687492000018646","10003043","EDIPURE CBD WATERMELON",1,10,25,"CANNIBIS","USER","NA"
"1A4000312687492000018647","10003045","EDIPURE CBD PEACH GUMMIES",1,10,25,"CANNIBIS","USER","NA"
"1A4000312687492000018648","10003047","EDIPURE CBD BLACK CHERRY",2,10,25,"CANNIBIS","USER","NA"
"1A4000312687492000018650","10003049","EDIPURE SUGAR DROPS- LEMON",0,8,20,"CANNIBIS","USER","NA"
"1A4000312687492000018651","10003051","EDIPURE CBD WATERMELON",1,10,25,"CANNIBIS","USER","NA"
"1A4000312687492000018652","10003053","EDIPURE PINEAPPLE",0,8,20,"CANNIBIS","USER","NA"
"1A4000312687492000018653","10003055","EDIPURE PEACH",23,8,20,"CANNIBIS","USER","NA"
"1A4000312687492000018654","10003057","EDIPURE CBD STRAWBERRY-LIME",-1,10,25,"CANNIBIS","USER","NA"
"1A4000312687492000018649","10003059","EDIPURE WAUI STICK CBD",8,15,35,"CANNIBIS","USER","NA"
"1A400031268748f000010966","10003061","TR CONCENTRATES BLUEBERRY HEAD",0,14,40,"CANNIBIS","USER","NA"
"1A400031268748f000010959","10003063","TR CONCENTRATES STRAW. NIGHTMA",0,1,40,"CANNIBIS","USER","NA"
"1A400031268748f000010967","10003065","TR CONCENTRATES STRAW. NIGHTMA",0,1,40,"CANNIBIS","USER","NA"
"1A400031268748f000010960","10003067","TR CONCENTRATES GOLDEN GOAT WA",-1,13,40,"CANNIBIS","USER","NA"
"1a400031268748F000010969","10003069","TR CONCENTRATES GREEN CRACK",1,13,40,"CANNIBIS","USER","NA"
"1A400031268748f000010958","10003071","TR CONCENTRATES SUPER NORTHERN",0,14,40,"CANNIBIS","USER","NA"
"1A400031266EE6B000002383","10003073","GOLDEN GOAT 7G",1,23.23,110,"CANNIBIS","USER","002383"
"1A400031266EE6B000002383","10003075","GOLDEN GOAT 3.5G",-1,11.61,60,"CANNIBIS","USER","002383"
"1A400031266EE6B000002383","10003077","GOLDEN GOAT 1G",30,3.31,20,"CANNIBIS","USER","002383"
"1A400031268748F000010962","10003079","TR CONCENTRATES KING LARRY",0,14,40,"CANNIBIS","USER","NA"
"1A400031268748F000010964","10003081","TR CONCENTRATES STRANGE DREAM",4,14,40,"CANNIBIS","USER","NA"
"1a400031268748F000010965","10003083","TR CONCENTRATES SOUR PINE DREA",0,14,40,"CANNIBIS","USER","NA"
"1A400031268748f000010963","10003085","TR CONCENTRATES BLUE DREAM",0,13,40,"CANNIBIS","USER","NA"
"1A400031268748F000010968","10003087","TR CONCENTRATES CHEM D",14,13,40,"CANNIBIS","USER","NA"
"1A400031268748F000010961","10003089","TR CONCENTRATES DURBAN DREAM",-1,14,40,"CANNIBIS","USER","NA"
"1A4000312687540000002069","10003091","QUEST DISTILLATE",0,15,60,"CANNIBIS","USER","NA"
"1A4000312687540000002070","10003093","QUEST LIVE SUGAR AFGHANI",0,26,70,"CANNIBIS","USER","NA"
"1a4000312687540000002072","10003095","QUEST LIVE SUGAR PTW",0,26,70,"CANNIBIS","USER","NA"
"1a4000312687540000002074","10003097","QUEST LIVE SUGAR PTW",0,26,70,"CANNIBIS","USER","NA"
"1a4000312687540000002071","10003099","QUEST LIVE BUDDER HEADBAND",0,26,70,"CANNIBIS","USER","NA"
"1A4000312687540000002073","10003101","QUEST LIVE SUGAR HEADBAND",0,26,70,"CANNIBIS","USER","NA"
"1a4000312687492000018651","10003103","EDIPURE WATERMELON",12,8,20,"CANNIBIS","USER","NA"
"1A40003126874CA000007706","10003105","CAMPER GORILLA GLUE WAX .25G",0,4.75,15,"CANNIBIS","USER","NA"
"1a40003126874ca000007707","10003107","CAMPER DURBAN POISON .25G",-1,4.75,15,"CANNIBIS","USER","NA"
"1A40003126874cA000007705","10003109","CAMPER JESUS OG SHATTER",0,17,50,"CANNIBIS","USER","NA"
"1a40003126874ca000007709","10003111","CAMPER SOUR DIESEL WAX 1G",0,17,50,"CANNIBIS","USER","NA"
"1A40003126874ca000007708","10003113","CAMPER BLUE DREAM WAX 1G",10,4.75,50,"CANNIBIS","USER","NA"
