"RFID","BARCODE","NAME","QTY ON HAND","BUY PRICE","SELL PRICE","CATEGORY","SUBCAT_COD","BARCODE TYPE","BATCH NUMBER"
"1A40003126874C2000012238","10000991","EVOLAB CARTRIDGE CHROMA 500MG",2,20.93,75,"CANNIBIS","CONC","USER","091616REC11257"
"1A40003126874C2000012239","10000992","EVOLAB CARTRIDGE CHROMA 250MG",5,0,40,"CANNIBIS","CONC","USER","071316REC9530"
"1A40003126874C2000012241","10000993","EVOLAB ANGEL SALVE",0,16,35,"CANNIBIS","TOPICALS","USER","082716REC11575"
"1A4000312687522000000930","10000994","WONDERLEAF 1G SYRINGE ALIEN DA",0,22,60,"CANNIBIS","CONC","USER","07291602"
"1A4000312687522000000925","10000995","WONDERLEAF 500MG GOLDEN GOAT",0,25,75,"CANNIBIS","CONC","USER","07291601"
"1A4000312687522000000929","10000996","WONDERLEAF 500MG MAZAR I SHARI",1,29.25,75,"CANNIBIS","CONC","USER","08151602"
"1A4000312687522000000924","10000997","WONDERLEAF 250MG GOLDEN GOAT",0,18,45,"CANNIBIS","CONC","USER","07291601"
"1A4000312687522000000928","10000998","WONDERLEAF 250MG DURBAN POISON",2,15,45,"CANNIBIS","CONC","USER","08151602"
"1A4000312687522000000932","10000999","WONDERLEAF WAX 1G DURBAN POISO",0,25,60,"CANNIBIS","CONC","USER","08151603"
"1A4000312687522000000931","10001000","WONDERLEAF 1G SYRINGE JABBERWO",0,16,50,"CANNIBIS","CONC","USER","08111602"
"1A4000312687522000000926","10001001","WONDERLEAF 250MG THAI LIGHTS",-4,16,45,"CANNIBIS","CONC","USER","08101601"
"1A4000312687522000000927","10001002","WONDERLEAF 500MG THAI LIGHTS",0,28,75,"CANNIBIS","CONC","USER","08101601"
"1A40003126874AF000012631","10001003","GREEN HORNET INDICA 10PK",0,11,25,"CANNIBIS","EDIBLES","USER","0074"
"1A40003126874AF000012632","10001004","GREEN HORNET SATIVA 10PK",0,11,25,"CANNIBIS","EDIBLES","USER","0087"
"1A400031266EFE9000001106","10001005","DURBAN POISON 1G",-2,3.35,20,"CANNIBIS","FLOWER","USER","1106"
"1A400031266EFE9000001106","10001006","DURBAN POISON 3.5G",0,11.72,60,"CANNIBIS","FLOWER","USER","1106"
"1A400031266EFE9000001106","10001007","DURBAN POISON 7G",0,23.44,110,"CANNIBIS","FLOWER","USER","1106"
"1A400031266EE00000011587","10001009","NORTHERN LIGHTS1G",2,2.9,12,"CANNIBIS","SPECIALS","USER","11587"
"1A400031266EE00000011587","10001010","NORTHERN LIGHTS 3.5G",1,10.16,40,"CANNIBIS","SPECIALS","USER","11587"
"1A400031266EE00000011587","10001011","NORTHERN LIGHTS 7G",0,20.31,75,"CANNIBIS","SPECIALS","USER","11587"
"1A4000312687522000000933","10001012","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","933"
"1A400031266EF78000013459","10001013","LAVENDER JONES 1G",0,2.9,12,"CANNIBIS","SPECIALS","USER","13459"
"1A400031266EF78000013459","10001014","LAVENDER JONES 3.5G",0,10.15,40,"CANNIBIS","SPECIALS","USER","13459"
"1A400031266EF78000013459","10001015","BRUCE BANNER 7G",0,23.44,110,"CANNIBIS","FLOWER","USER","13459"
"1A40003126874B1000012515","10001016","SWEET GRASS 50MG MINTS",0,6,15,"CANNIBIS","EDIBLES","USER","12127"
"1A40003126874A6000012799","10001017","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","12799"
"1A40003126874CD000007460","10001018","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","7460"
"1A40003126874CD000007461","10001019","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","7461"
"1A40003126874CD000007462","10001020","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","7462"
"1A40003126874CD000007463","10001021","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","7463"
"1A40003126874CD000007464","10001022","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","7464"
"1A400031268748F000006970","10001025","TR CONCENTRATES BUBBA GHOST",0,14,40,"CANNIBIS","CONC","USER","053116J"
"1A400031268748F000006968","10001026","TR CONCENTRATES BC MADURO",0,14,40,"CANNIBIS","CONC","USER","090116C"
"1A400031268748F000006969","10001027","TR CONCENTRATES GOLDEN GOAT WA",-1,13,40,"CANNIBIS","CONC","USER","091216C"
"1A400031268748F000006967","10001028","TR CONCENTRATES WCF LIVE RESIN",1,25,70,"CANNIBIS","CONC","USER","091216A"
"1A400031266EFE9000001107","10001029","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","1107"
"1A400031266EE07000001464","10001030","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","1464"
"1A400031266EE07000001464","10001031","PLATTE RIVER KUSH 1G",-1,3.57,20,"CANNIBIS","FLOWER","USER","1464"
"1A400031266EE07000001464","10001032","PLATTE RIVER KUSH 3.5G",5,12.5,60,"CANNIBIS","FLOWER","USER","1464"
"1A400031266EE07000001464","10001033","PLATTE RIVER KUSH 7G",0,25,110,"CANNIBIS","FLOWER","USER","1464"
"1A400031268748C000024977","10001034","INCREDIBLES BOULDER BAR",0,9.5,25,"CANNIBIS","EDIBLES","USER","265R025258A"
"1A400031268748C000024978","10001035","INCREDIBLES MONKEY BAR",-2,9.5,25,"CANNIBIS","EDIBLES","USER","259R082102"
"1A400031266EF78000011884","10001036","PRE ROLL HYBRID BLEND",20,3.13,10,"CANNIBIS","PRE-ROLL","USER","11884"
"1A400031266EE07000001453","10001037","PRE ROLL HYBRID BLEND",20,3.13,10,"CANNIBIS","PRE-ROLL","USER","1453"
"1A400031266EF55000002236","10001038","PRE ROLL HYBRID BLEND",20,3.13,10,"CANNIBIS","PRE-ROLL","USER","2236"
"1A400031266EF78000015445","10001039","PRE ROLL HYBRID BLEND",20,3.13,10,"CANNIBIS","PRE-ROLL","USER","15445"
"1A400031266EFE9000001108","10001041","PRE ROLL HYBRID BLEND",20,3.13,10,"CANNIBIS","PRE-ROLL","USER","01108"
"1A400031266EF78000013459","10001042","PRE-ROLL INDICA BLEND TRIM",3,3.8,6,"CANNIBIS","PRE-ROLL","USER","13459"
"1A400031266EE00000011587","10001043","PRE-ROLL INDICA BLEND TRIM",3,3.8,6,"CANNIBIS","PRE-ROLL","USER","11587"
"1A400031266EE07000001464","10001044","PRE-ROLL INDICA BLEND TRIM",3,3.8,6,"CANNIBIS","PRE-ROLL","USER","1464"
"1A4000312687484000017428","10001046","LOVE'S TURTLE BROWNIES",14,10,25,"CANNIBIS","EDIBLES","USER","R10161"
"1A400031266EEC4000001450","10001048","SOUR JOKER 7G",1,14.84,50,"CANNIBIS","SPECIALS","USER","1450"
"1A40003126874B3000034839","10001049","OPEN 150MG HYBRID CARTRIDGE",-1,12,25,"CANNIBIS","CONC","USER","31579"
"1A400031266EFE9000001109","10001050","CRITICAL MASS 1G",0,3.57,12,"CANNIBIS","SPECIALS","USER","1109"
"1A400031266EFE9000001109","10001051","CRITICAL MASS 3.5G",0,12.5,40,"CANNIBIS","SPECIALS","USER","1109"
"1A400031266EFE9000001109","10001052","CRITICAL MASS 7G",0,25,75,"CANNIBIS","SPECIALS","USER","1109"
"1A400031266EF5A000000585","10001053","SOUR BOGGLE 1G",0,2.67,20,"CANNIBIS","FLOWER","USER","585"
"1A400031266EF5A000000585","10001054","BLUE DREAM 3.5G",52,11.72,60,"CANNIBIS","FLOWER","USER","585"
"1A400031266EF5A000000585","10001055","BLUE DREAM 7G",12,23.44,110,"CANNIBIS","FLOWER","USER","585"
"1A40003126874B6000017758","10001056","MARY'S CBD REMEDY OIL",0,75,170,"CANNIBIS","TINCTURES","USER","9164421"
"1A40003126874B6000017759","10001057","MARY'S CBC COMPOUND",25,25,55,"CANNIBIS","TOPICALS","USER","9161382"
"1A40003126874B6000017760","10001058","MARY'S CBD/THC PATCH",17,5,12,"CANNIBIS","TOPICALS","USER","8164409"
"1A40003126874B3000037182","10001059","OPEN 500MG SATIVA CARTDRIGE",25,25,70,"CANNIBIS","CONC","USER","3224408121612"
"1A40003126874B3000037182","10001060","OPEN 500MG SATIVA CARTDRIGE",25,25,70,"CANNIBIS","CONC","USER","3263508121618"
"1A40003126874B3000037184","10001061","OPEN 250MG HYBRID CARTRIDGE",22,15,40,"CANNIBIS","CONC","USER","34975R07011636"
"1A40003126874B3000037184","10001062","OPEN 250MG SATIVA CARTRIDGE",31,15,40,"CANNIBIS","CONC","USER","3270908171602"
"1A40003126874B3000037183","10001063","OPEN 150MG INDICA",0,12,25,"CANNIBIS","CONC","USER","31544R060716"
"1A40003126874B3000037183","10001064","OPEN 150MG HYBRID CARTRIDGE",-1,12,25,"CANNIBIS","CONC","USER","31568R06271618"
"1A40003126874B3000037183","10001065","OPEN 150MG SATIVA",1,12,25,"CANNIBIS","CONC","USER","3270908171602"
"1A400031266EFE9000001191","10001066","DUTCH CALIBER INFUSED FLOWER-I",2,8.5,25,"CANNIBIS","SPECIALS","USER","1191"
"1A400031266EFE9000001190","10001067","DUTCH CALIBER INFUSED FLOWER-S",0,8.5,25,"CANNIBIS","SPECIALS","USER","1190"
"1A40003126874F7000009299","10001068","FANCY PEN SET INDICA",20,0.01,60,"CANNIBIS","CONC","USER","R6781"
"1A40003126874F7000009211","10001072","FANCY ROSIN INDICA 1G",0,32,60,"CANNIBIS","CONC","USER","R7406"
"1A40003126874F7000009212","10001073","FANCY ROSIN SATIVA 1G",0,0,60,"CANNIBIS","CONC","USER","R8323"
"1A40003126874F7000009210","10001074","FANCY ROSIN HYBRID 1G",0,32,60,"CANNIBIS","CONC","USER","R7407"
"1A40003126874F7000009275","10001075","FANCY SHATTER HYBRID 1G",0,22,40,"CANNIBIS","CONC","USER","R7273"
"1A400031266EEF2000009066","10001076","PURPLE TRAINWRECK 1G",0,2.9,12,"CANNIBIS","SPECIALS","USER","9066"
"1A400031266EEF2000009066","10001077","PURPLE TRAINWRECK 3.5G",0,10.15,40,"CANNIBIS","SPECIALS","USER","9066"
"1A400031266EEF2000009066","10001078","PURPLE TRAINWRECK 7G",0,20.31,75,"CANNIBIS","SPECIALS","USER","9066"
"1A400031266EFDC000000229","10001079","PRE-ROLL SOUR DIESEL X OG-FLOW",-23,2,10,"CANNIBIS","PRE-ROLL","USER","0229"
"1A400031266EEF2000009077","10001080","JILLYBEAN 1G",-2,2.9,12,"CANNIBIS","SPECIALS","USER","9077"
"1A400031266EEF2000009077","10001081","JILLYBEAN 3.5G",1,10.16,40,"CANNIBIS","SPECIALS","USER","9077"
"1A400031266EEF2000009077","10001082","JILLYBEAN 7G",-2,20.31,75,"CANNIBIS","SPECIALS","USER","9077"
"1A400031266EFE9000001193","10001083","DURBAN POISON 1G",-2,3.35,20,"CANNIBIS","FLOWER","USER","1193"
"1A400031266EFE9000001193","10001084","DURBAN POISON 3.5G",0,11.72,60,"CANNIBIS","FLOWER","USER","1193"
"1A400031266EFE9000001193","10001085","DURBAN POISON 7G",0,23.44,110,"CANNIBIS","FLOWER","USER","1193"
"1A400031266EEF2000009078","10001086","JILLYBEAN 1G",-2,2.9,12,"CANNIBIS","SPECIALS","USER","JILLYBEAN274091216"
"1A400031266EEF2000009078","10001087","JILLYBEAN 3.5G",1,10.16,40,"CANNIBIS","SPECIALS","USER","9078"
"1A400031266EEF2000009078","10001088","JILLYBEAN 7G",-2,20.31,75,"CANNIBIS","SPECIALS","USER","JILLYBEAN27491216"
"1A4000312687484000018793","10001089","LOVE'S BAKLAVA COOKIE BITES",9,10,25,"CANNIBIS","EDIBLES","USER","RS0146A16207"
"1A4000312687484000018786","10001090","LOVE'S TURTLE BROWNIES",14,10,25,"CANNIBIS","EDIBLES","USER","R10163B18704"
"1A4000312687484000018787","10001091","LOVE'S SMORES BROWNIES MULTI",19,10,25,"CANNIBIS","EDIBLES","USER","RH235C"
"1A4000312687484000018788","10001092","LOVE'S JUJU ROYAL LEMON",0,11.5,25,"CANNIBIS","EDIBLES","USER","RS135A"
"1A4000312687484000018789","10001093","LOVE'S GINGER SNAP MULTI",0,10,25,"CANNIBIS","EDIBLES","USER","RI163C"
"1A4000312687484000018790","10001094","LOVE'S CHOCOLATE CHIP COOKIES",9,10,25,"CANNIBIS","EDIBLES","USER","RH235D"
"1A4000312687484000018791","10001095","LOVE'S CHOCOLATE CHIP COOKIES",9,10,25,"CANNIBIS","EDIBLES","USER","R5147B"
"1A4000312687484000018794","10001096","LOVE'S RED VELVET COOKIES 10P",7,10,25,"CANNIBIS","EDIBLES","USER","R5116A"
"1A4000312687484000018006","10001097","LOVE'S BAKLAVA COOKIE BITES",9,10,25,"CANNIBIS","EDIBLES","USER","RI162A"
"1A4000312687484000018795","10001098","LOVE'S 10MG RED VELVET COOKIE",9,2.5,6,"CANNIBIS","EDIBLES","USER","RH202A"
"1A4000312687484000018796","10001099","LOVE'S 10MG CHOCOLATE CHIP",3,2.5,6,"CANNIBIS","EDIBLES","USER","RH226A"
"1A4000312687484000018797","10001100","LOVE'S 10MG GINGER SNAP COOKIE",0,2.5,6,"CANNIBIS","EDIBLES","USER","RH231A"
"1A4000312687484000019180","10001101","LOVE'S TURTLE BROWNIES",14,10,25,"CANNIBIS","EDIBLES","USER","I163B"
"1A4000312687484000019179","10001102","LOVE'S GINGER SNAP MULTI",0,10,25,"CANNIBIS","EDIBLES","USER","S148C"
"1A4000312687484000019178","10001103","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","19178"
"1A4000312687484000019180","10001104","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","I163B"
"1A4000312687484000019179","10001105","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","S148C"
"1A400031266EEF3000006320","10001106","FLAMING COOKIES 1G",0,3.35,20,"CANNIBIS","FLOWER","USER","6320"
"1A400031266EEF3000006320","10001107","FLAMING COOKIES 3.5G",1,11.72,60,"CANNIBIS","FLOWER","USER","6320"
"1A400031266EEF3000006320","10001108","FLAMING COOKIES 7G",0,23.44,110,"CANNIBIS","FLOWER","USER","6320"
"1A400031266EEF3000006318","10001109","FLAMING COOKIES 1G",0,3.35,20,"CANNIBIS","FLOWER","USER","6318"
"1A400031266EEF3000006318","10001110","FLAMING COOKIES 3.5G",1,11.72,60,"CANNIBIS","FLOWER","USER","6318"
"1A400031266EEF3000006318","10001111","FLAMING COOKIES 7G",0,23.44,110,"CANNIBIS","FLOWER","USER","6318"
"1A4000312687492000012003","10001118","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","12003"
"1A4000312687492000012004","10001119","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","12004"
"1A4000312687492000012005","10001120","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","12005"
"1A4000312687492000012006","10001121","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","12006"
"1A4000312687492000012007","10001122","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","12007"
"1A4000312687492000012008","10001123","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","12008"
"859123005023","10001124","DIXIE TOASTED ROOSTER",0,9,24,"CANNIBIS","EDIBLES","USER","R23518"
"859123005009","10001125","DIXIE RELAXING MINTS",0,9,25,"CANNIBIS","EDIBLES","USER","R22958"
"859123005016","10001126","DIXIE AWAKENING MINTS",-1,9,25,"CANNIBIS","EDIBLES","USER","R30542"
"859123005719","10001127","DIXIE SYNERGY BALM",-1,13,30,"CANNIBIS","TOPICALS","USER","SBLM91916"
"1A400031268748A000040539","10001129","DIXIE TOASTED ROOSTER",0,9,24,"CANNIBIS","EDIBLES","USER","TRO03.24.16"
"1A400031268748A000040540","10001130","DIXIE RELAXING MINTS",0,9,25,"CANNIBIS","EDIBLES","USER","MIP09.02.16"
"1A400031268748A000040541","10001131","DIXIE AWAKENING MINTS",-1,9,25,"CANNIBIS","EDIBLES","USER","MIO09.02.16"
"1A400031268748A000040542","10001132","DIXIE SYNERGY BALM",-1,13,30,"CANNIBIS","TOPICALS","USER","SBLM09.19.16"
"1A40003126874EF000003082","10001134","SWEET 300MG CARTRIDGE HYBRID",11,17,45,"CANNIBIS","CONC","USER","1A400031266EF8F00000"
"1A40003126874EF000003083","10001135","SWEET 300MG CARTRIDGE INDICA",31,17,45,"CANNIBIS","CONC","USER","486617"
"1A40003126874EF000003084","10001136","SWEET 300MG CARTRIDGE SATIVA",24,17,45,"CANNIBIS","CONC","USER","15221545"
"1A40003126874EF000003085","10001137","SWEET 500MG CARTRIDGE HYBRID",12,25,75,"CANNIBIS","CONC","USER","03980"
"1A40003126874EF000003086","10001138","SWEET 500MG CARTRIDGE INDICA",9,25,75,"CANNIBIS","CONC","USER","0486617"
"1A40003126874EF000003087","10001139","SWEET 1G CARTRIDGE HYBRID",24,37,100,"CANNIBIS","CONC","USER","03980"
"1A40003126874EF000003088","10001140","SWEET 1G CARTRIDGE SATIVA",26,37,100,"CANNIBIS","CONC","USER","03958"
"1A40003126874EF000003089","10001141","SWEET DISPOSABLE HYBRID",0,20,45,"CANNIBIS","CONC","USER","06485"
"1A40003126874EF000003090","10001142","SWEET DISPOSABLE INDICA",12,20,45,"CANNIBIS","CONC","USER","0486617"
"1A4000312687484000018798","10001145","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","CLR26"
"1A4000312687484000018817","10001146","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","CLR50"
"1A4000312687484000018818","10001147","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","CLR23"
"1A400031266EF77000000801","10001148","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","0801"
"1A400031266EF77000000766","10001149","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","0766"
"1A400031266EF77000000757","10001150","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","0757"
"1A400031266EF77000000690","10001151","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","0690"
"1A400031266EF77000000783","10001152","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","0783"
"1A400031266EF77000000685","10001153","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","0685"
"1A400031268748F000006789","10001154","TR CONCENTRATES BLUE DREAM LIV",1,23,60,"CANNIBIS","CONC","USER","081616L"
"1A400031268748F000006790","10001155","TR CONCENTRATES MIDNITE",0,13,40,"CANNIBIS","CONC","USER","090116A"
"1A400031268748F000006791","10001156","TR CONCENTRATES BLACK CHERRIES",0,14,40,"CANNIBIS","CONC","USER","082916E"
"1A400031268748F000006792","10001157","TR CONCENTRATES WHITE X CHEM",0,13,40,"CANNIBIS","CONC","USER","083116F"
"1A400031268748F000006793","10001158","TR CONCENTRATES GORILLA GLUE",16,13,40,"CANNIBIS","CONC","USER","053016A"
"1A40003126874A6000013220","10001159","BOLDER EWOK SHATTER",0,20,30,"CANNIBIS","CONC","USER","4264"
"1A40003126874A6000013224","10001160","BOLDER SOUR SKY WAX",0,18,30,"CANNIBIS","CONC","USER","3767"
"1A40003126874A6000013223","10001161","BOLDER HEADBAND WAX",0,18,30,"CANNIBIS","CONC","USER","4024"
"1A40003126874A6000013222","10001162","BOLDER ALPHA BLUE SHATTER",0,20,50,"CANNIBIS","CONC","USER","4219"
"1A40003126874A6000013225","10001163","BOLDER ISLAND MYTH WAX",0,18,30,"CANNIBIS","CONC","USER","4231"
"1A40003126874A6000013221","10001164","BOLDER SHIRLEY TEMPLE SHATTER",0,20,30,"CANNIBIS","CONC","USER","4276"
"1A40003126874A6000013255","10001165","SAMPLES WEIGHTED .5G",-1,0.01,0.01,"CANNIBIS","","USER","4371"
"1A40003126874EF000003092","10001167","SWEET 500MG CARTRIDGE SATIVA",14,25,75,"CANNIBIS","CONC","USER","WAXH02907"
"1A40003126874EF000003093","10001168","SWEET DISPOSABLE SATIVA",2,20,45,"CANNIBIS","CONC","USER","ROS3050"
"1A40003126874EF000003094","10001169","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","3094"
"1A4000312687522000001180","10001170","WONDERLEAF WAX 1G GORILLA GLUE",1,25,60,"CANNIBIS","CONC","USER","09251602"
"1A4000312687522000001181","10001171","WONDERLEAF WAX 1G BLUE DREAM",0,23,60,"CANNIBIS","CONC","USER","09261602"
"1A4000312687522000001182","10001172","WONDERLEAF WAX 1G FLO",0,25,60,"CANNIBIS","CONC","USER","09241602"
"1A4000312687522000001183","10001174","WONDERLEAF WAX BERKEL 1G",0,25,40,"CANNIBIS","CONC","USER","09201602"
"1A4000312687522000001184","10001175","WONDERLEAF 1G SYRINGE PINEAPPL",0,18,50,"CANNIBIS","CONC","USER","09211603"
"1A4000312687522000001185","10001176","WONDERLEAF 1G SYRINGE OG KUSH",0,18,50,"CANNIBIS","CONC","USER","08301603"
"1A4000312687522000001211","10001177","WONDERLEAF WAX 1G FLO",0,25,60,"CANNIBIS","CONC","USER","09241602"
"1A4000312687522000001186","10001178","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","01186"
"1A400031266EE69000000963","10001179","GORILLA GLUE #4  1G",113,2.9,20,"CANNIBIS","FLOWER","USER","0963"
"1A400031266EE69000000963","10001180","GORILLA GLUE #4  3.5G",64,10.16,60,"CANNIBIS","FLOWER","USER","0963"
"1A400031266EE69000000963","10001181","GORILLA GLUE #4  7G",14,20.31,110,"CANNIBIS","FLOWER","USER","0963"
"1A4000312687506000004585","10001182","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","4585"
"1A4000312687506000004586","10001183","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","4586"
"1A4000312687506000004587","10001184","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","4587"
"1A4000312687506000004588","10001185","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","4588"
"1A4000312687506000004589","10001186","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","4589"
"1A4000312687506000004590","10001187","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","4590"
"1A4000312687506000004591","10001188","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","4591"
"1A4000312687506000004592","10001189","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","4592"
"1A400031266EEEE000001702","10001190","ALPHA BLUE 1G",-5,3.57,20,"CANNIBIS","FLOWER","USER","1702"
"1A400031266EEEE000001702","10001191","ALPHA BLUE 3.5G",-15.25,12.5,60,"CANNIBIS","FLOWER","USER","1702"
"1A400031266EEEE000001702","10001192","ALPHA BLUE 7G",-1,25,110,"CANNIBIS","FLOWER","USER","1702"
"1A400031266EEEE000001709","10001193","ALPHA BLUE 1G",-5,3.57,20,"CANNIBIS","FLOWER","USER","1709"
"1A400031266EEEE000001709","10001194","ALPHA BLUE 3.5G",-15.25,12.5,60,"CANNIBIS","FLOWER","USER","1709"
"1A400031266EEEE000001709","10001195","ALPHA BLUE 7G",-1,25,110,"CANNIBIS","FLOWER","USER","1709"
"1A400031268748A000033375","10001196","DIXIE AWAKENING MINTS",-1,9,25,"CANNIBIS","EDIBLES","USER","MIO62217"
"1A400031266EEEE000001702","10001197","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","1702"
"1A400031266EE69000000963","10001198","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","963"
"1A400031266EFE9000001195","10001199","MAUI WAUI 1G",0,3.35,20,"CANNIBIS","FLOWER","USER","1195"
"1A400031266EFE9000001195","10001200","MAUI WAUI 3.5G",0,11.72,60,"CANNIBIS","FLOWER","USER","1195"
"1A400031266EFE9000001195","10001201","MAUI WAUI 7G",0,23.44,110,"CANNIBIS","FLOWER","USER","1195"
"1A400031266EE1F000009593","10001202","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","9593"
"1A400031266EE1F000009584","10001203","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","9584"
"1A400031266EE1F000009600","10001204","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","9600"
"1A40003126874AF000013758","10001205","CHEEBA CHEW INDICA MULTI PACK",35,10,25,"CANNIBIS","EDIBLES","USER","0084"
"1A40003126874AF000013757","10001206","CHEEBA CHEW HYBRID MULTI PACK",44,10,25,"CANNIBIS","EDIBLES","USER","0088"
"1A40003126874AF000013757","10001207","CHEEBA CHEW SATIVA MULTI PACK",86,10,25,"CANNIBIS","EDIBLES","USER","0083"
"1A40003126874AF000013760","10001208","CHEEBA CHEW SATIVA MULTI PACK",86,10,25,"CANNIBIS","EDIBLES","USER","0083"
"1A400031268748F000006644","10001210","TR CONCENTRATES CANDY KUSH DAW",0,16,40,"CANNIBIS","CONC","USER","101016C"
"1A400031268748F000006643","10001211","TR CONCENTRATES GOLDEN TRIANGL",0,14,40,"CANNIBIS","CONC","USER","100416C"
"1A400031268748F000006642","10001212","TR CONCENTRATES JACKS GOAT CHE",0,16,40,"CANNIBIS","CONC","USER","100416G"
"1A400031268748F000006641","10001213","TR CONCENTRATES WHITE C99 WAX",0,16,40,"CANNIBIS","CONC","USER","100416D"
"1A400031266EEF2000009050","10001214","BIO CHEM 1G",78,2.9,12,"CANNIBIS","SPECIALS","USER","9050"
"1A400031266EEF2000009050","10001215","BIO CHEM 3.5G",70,10.16,40,"CANNIBIS","SPECIALS","USER","9050"
"1A400031266EEF2000009050","10001216","BIO CHEM 7G",3,21.88,75,"CANNIBIS","SPECIALS","USER","9050"
"1A400031266EFDC000000176","10001217","PRE ROLL SPACE CREAM FLOWER",61,1.33,10,"CANNIBIS","PRE-ROLL","USER","0176"
"1A400031266EEF1000006090","10001218","GHOST TRAIN HAZE 1G",-3,3.57,20,"CANNIBIS","FLOWER","USER","6090"
"1A400031266EEF1000006090","10001219","GHOST TRAIN HAZE 3.5G",15,12.5,60,"CANNIBIS","FLOWER","USER","6090"
"1A400031266EEF1000006090","10001220","GHOST TRAIN HAZE 7G",11,25,110,"CANNIBIS","FLOWER","USER","6090"
"1A400031266EEF1000006096","10001221","GHOST TRAIN HAZE 1G",-3,3.57,20,"CANNIBIS","FLOWER","USER","6096"
"1A400031266EEF1000006096","10001222","GHOST TRAIN HAZE 3.5G",15,12.5,60,"CANNIBIS","FLOWER","USER","6096"
"1A400031266EEF1000006096","10001223","GHOST TRAIN HAZE 7G",11,25,110,"CANNIBIS","FLOWER","USER","6096"
"1A400031266EFE9000001106","10001224","DURBAN POISON 1G",-2,3.35,20,"CANNIBIS","FLOWER","USER","1106"
"1A400031266EFE9000001106","10001225","DURBAN POISON 3.5G",0,11.72,60,"CANNIBIS","FLOWER","USER","1106"
"1A400031266EFE9000001106","10001226","DURBAN POISON 7G",0,23.44,110,"CANNIBIS","FLOWER","USER","1106"
"1A4000312687546000004504","10001227","SAMPLES WEIGHTED",40.95,0.01,0.01,"CANNIBIS","","USER","4251"
"1A4000312687546000004504","10001228","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","4251"
"1A4000312687546000004505","10001229","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","4060"
"1A4000312687546000004503","10001230","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","4092"
"1A4000312687546000004506","10001231","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","2644"
"1A4000312687546000004507","10001232","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","4507"
"1A4000312687546000004508","10001234","SAMPLES EACH",3,0.01,0.01,"CANNIBIS","","USER","4195"
